sex,LSAT,UGPA,ZFYA,uuid
0,44.0,3.4,-1.74,16020494036374196716
0,40.0,3.2,-0.3,16020494465870926316
0,42.0,3.1,0.47,16020494852417982956
1,40.0,3.5,0.4,16020495238965039596
0,29.5,2.7,-1.84,16020495668461769196
0,41.0,3.8,0.02,16020496055008825836
1,30.0,3.3,-2.39,16020496484505555436
1,33.0,2.7,-1.31,16020496871052612076
0,42.0,3.7,0.47,16020497257599668716
0,40.0,3.7,0.17,16020497687096398316
0,36.0,3.9,-0.13,16020498546089857516
0,42.0,3.2,-0.3,16020499233284624876
0,40.0,3.8,0.85,16020499619831681516
0,37.5,3.4,0.93,16020500049328411116
0,38.0,3.3,-1.21,16020500435875467756
1,39.0,4.1,-0.25,16020500865372197356
0,30.5,3.5,-0.08,16020501294868926956
0,30.0,2.7,-2.89,16020501681415983596
1,43.0,2.6,0.57,16020502067963040236
0,47.0,3.5,0.25,16020502497459769836
1,42.0,4.0,0.5,16020502884006826476
1,36.0,3.2,-0.93,16020503270553883116
0,45.0,3.5,0.9,16020503700050612716
0,46.0,3.4,0.6,16020504086597669356
1,37.0,3.9,0.25,16020504473144725996
1,39.0,4.0,0.55,16020505031490474476
0,41.0,3.8,0.6,16020505460987204076
1,45.0,2.7,0.25,16020505890483933676
0,41.0,3.9,-0.48,16020506277030990316
0,45.0,3.8,0.65,16020506706527719916
1,41.0,4.0,0.15,16020507093074776556
0,37.0,3.9,-1.38,16020507522571506156
0,39.0,3.2,-1.08,16020507952068235756
0,41.0,3.6,1.28,16020508338615292396
1,46.0,3.3,1.2,16020508725162349036
1,45.0,3.8,0.02,16020509154659078636
0,45.0,3.2,0.85,16020509541206135276
0,39.0,3.7,0.15,16020509970702864876
0,42.0,3.6,0.93,16020510357249921516
0,44.0,3.4,0.32,16020510786746651116
0,42.0,3.4,0.35,16020511173293707756
1,43.0,3.7,1.33,16020511559840764396
1,45.0,3.3,0.12,16020511989337493996
1,39.0,3.7,-0.91,16020512418834223596
1,43.0,3.7,0.47,16020512805381280236
0,43.0,3.8,1.13,16020513234878009836
0,37.0,3.2,-0.73,16020513621425066476
1,47.0,3.2,0.45,16020514050921796076
1,42.0,2.4,0.15,16020514437468852716
0,45.0,3.2,-1.66,16020514824015909356
0,40.0,3.0,0.2,16020515253512638956
0,46.0,3.4,0.3,16020515640059695596
1,39.5,3.6,-0.38,16020516069556425196
1,41.0,3.5,0.37,16020516456103481836
0,41.0,3.3,0.88,16020516885600211436
1,42.0,3.2,-1.03,16020517315096941036
0,43.0,3.9,0.35,16020517701643997676
0,44.0,3.5,-0.35,16020518088191054316
1,44.0,3.5,1.03,16020518517687783916
0,33.0,2.7,-1.28,16020518904234840556
1,41.0,3.7,-0.81,16020519333731570156
0,37.0,3.3,-0.43,16020519720278626796
0,44.0,3.2,1.03,16020520106825683436
0,46.0,3.5,0.57,16020520536322413036
1,41.0,3.7,-0.66,16020520922869469676
0,43.0,3.5,1.25,16020521352366199276
1,29.0,3.5,-2.36,16020521738913255916
0,42.0,3.4,-0.3,16020522125460312556
0,46.0,2.8,-0.3,16020522554957042156
0,39.5,3.1,-0.23,16020522941504098796
0,48.0,3.3,0.22,16020523328051155436
0,40.0,3.1,-1.84,16020523757547885036
0,39.0,3.5,0.83,16020524144094941676
0,29.5,3.7,-0.05,16020524573591671276
1,41.0,3.6,-0.35,16020524960138727916
0,42.0,3.3,-0.08,16020525389635457516
0,42.0,3.7,0.35,16020525776182514156
0,37.0,3.7,1.05,16020526205679243756
1,48.0,3.3,0.27,16020526592226300396
0,40.0,3.7,0.55,16020527021723029996
0,42.0,3.8,0.45,16020528224313872876
0,41.0,3.8,1.43,16020528696760275436
1,46.0,3.8,-0.88,16020529126257005036
1,41.0,3.7,-0.96,16020530199998829036
0,40.0,3.8,1.08,16020530586545885676
0,40.0,3.6,-0.25,16020530973092942316
0,39.0,3.8,1.23,16020531402589671916
0,43.0,3.7,0.6,16020531789136728556
1,42.0,3.8,1.08,16020532218633458156
0,44.0,3.6,0.8,16020532605180514796
1,42.0,3.9,1.6,16020532991727571436
1,38.0,3.9,0.93,16020533421224301036
1,35.0,3.9,1.65,16020533807771357676
1,29.0,3.5,-1.48,16020534237268087276
1,42.0,3.4,-0.78,16020534623815143916
1,40.0,4.1,0.07,16020535053311873516
0,44.0,3.1,0.05,16020535439858930156
1,48.0,4.0,2.58,16020535826405986796
0,37.5,3.1,-0.5,16020536298852389356
0,35.5,3.9,0.78,16020536685399445996
1,37.0,2.7,-1.71,16020537071946502636
1,43.0,3.4,-0.3,16020537501443232236
0,43.0,3.8,0.78,16020537887990288876
0,42.0,3.9,1.15,16020538274537345516
1,42.0,3.6,0.7,16020538704034075116
0,39.0,3.3,0.12,16020539391228842476
1,37.0,3.6,-0.02,16020539820725572076
1,40.0,3.5,1.13,16020540250222301676
0,40.0,3.7,-0.7,16020540636769358316
0,42.0,3.4,0.48,16020541323964125676
1,39.5,3.0,0.43,16020541796410528236
0,37.0,3.6,0.79,16020542225907257836
0,35.5,3.5,-0.29,16020542612454314476
0,35.0,3.2,0.29,16020542999001371116
0,40.0,3.2,0.87,16020543428498100716
1,38.0,3.5,0.55,16020543815045157356
1,40.0,3.2,0.43,16020544244541886956
0,39.0,3.4,0.89,16020544631088943596
1,38.0,3.3,1.35,16020545017636000236
0,41.0,2.8,0.75,16020545447132729836
0,44.0,2.8,0.58,16020545833679786476
0,38.0,2.6,-0.48,16020546220226843116
0,44.0,3.2,0.1,16020546692673245676
1,37.0,3.8,-0.19,16020547079220302316
1,37.0,3.9,0.7,16020547508717031916
1,44.0,3.1,1.3,16020548324760818156
0,36.0,4.0,1.11,16020548754257547756
0,38.0,3.3,0.3,16020549183754277356
0,28.0,2.7,-1.11,16020549570301333996
1,42.0,3.6,-0.77,16020549999798063596
0,40.0,2.7,1.08,16020550386345120236
1,32.0,2.9,-1.35,16020550772892176876
0,38.0,3.6,-0.19,16020551202388906476
1,42.0,3.1,-0.24,16020551588935963116
0,29.5,2.6,-1.25,16020552018432692716
1,37.0,3.7,1.4,16020552404979749356
1,34.0,3.9,-0.29,16020552791526805996
1,34.0,3.8,1.18,16020553221023535596
0,36.0,3.5,-1.85,16020553650520265196
0,41.0,3.0,0.87,16020554037067321836
1,39.0,3.8,0.31,16020554466564051436
1,42.0,3.1,0.36,16020554853111108076
0,35.0,3.1,0.15,16020555325557510636
1,29.0,2.9,-1.49,16020555755054240236
1,37.0,3.6,-0.43,16020556184550969836
1,33.0,3.7,0.55,16020556571098026476
0,35.25,3.3,0.22,16020557000594756076
0,34.0,3.4,-0.29,16020557430091485676
1,39.0,3.1,-0.1,16020557816638542316
1,39.0,3.7,1.76,16020558246135271916
1,40.0,3.1,-0.41,16020558632682328556
0,29.0,2.4,-2.26,16020559835273171436
0,40.0,3.2,-0.12,16020560264769901036
1,39.5,3.1,0.51,16020560694266630636
1,38.0,3.2,1.3,16020561123763360236
0,45.0,3.1,-0.46,16020561553260089836
1,40.0,3.6,0.15,16020561982756819436
0,42.0,3.0,-0.43,16020562412253549036
1,33.0,2.6,-0.79,16020562841750278636
1,40.5,3.2,1.08,16020563271247008236
1,36.0,3.3,0.75,16020563700743737836
1,34.0,2.3,-0.29,16020564130240467436
1,28.0,3.0,-0.86,16020564516787524076
0,37.5,3.2,0.6,16020564946284253676
0,45.0,3.1,0.91,16020565375780983276
1,38.0,3.5,0.55,16020566062975750636
0,39.0,3.4,1.61,16020566492472480236
1,33.0,3.2,0.03,16020567050818228716
0,38.0,3.4,-0.29,16020567480314958316
1,36.5,3.5,0.07,16020567909811687916
0,40.0,3.7,-0.12,16020568339308417516
0,46.0,3.8,1.44,16020568768805147116
0,37.0,3.5,-1.49,16020569198301876716
0,43.0,3.6,1.18,16020569627798606316
0,39.0,3.6,1.3,16020570014345662956
0,41.0,3.1,-1.35,16020570443842392556
0,39.0,3.0,-0.22,16020570873339122156
0,36.0,2.8,-1.13,16020571259886178796
0,42.0,2.9,0.87,16020571689382908396
0,43.0,2.9,0.12,16020572118879637996
1,35.0,3.2,-2.36,16020572548376367596
1,18.0,3.4,-1.49,16020572934923424236
0,39.0,3.8,0.17,16020573407369826796
1,28.0,3.3,-0.79,16020574438161977836
0,32.0,3.2,0.19,16020574867658707436
0,35.0,3.5,0.87,16020575254205764076
0,38.5,3.8,1.04,16020575683702493676
1,31.0,3.5,0.77,16020576070249550316
0,47.0,2.3,0.51,16020576456796606956
1,32.5,3.7,0.91,16020576886293336556
0,43.0,2.0,-0.6,16020577272840393196
1,36.0,2.9,0.27,16020577702337122796
1,40.0,3.3,0.65,16020578088884179436
0,37.0,3.1,0.05,16020578475431236076
0,40.0,3.2,-0.62,16020578904927965676
1,41.0,3.4,-0.74,16020579334424695276
0,42.0,3.1,0.17,16020579720971751916
0,38.0,3.3,-0.1,16020580150468481516
1,36.0,3.4,1.49,16020580537015538156
0,39.0,3.1,-0.22,16020580923562594796
0,34.25,3.2,1.42,16020581353059324396
1,34.0,2.8,-1.83,16020581739606381036
1,39.0,3.3,0.53,16020582126153437676
1,35.0,2.9,-0.84,16020582555650167276
0,37.0,3.2,0.53,16020582942197223916
0,44.0,2.7,-0.17,16020583328744280556
1,33.0,3.7,0.17,16020583801190683116
1,38.0,3.7,1.66,16020584789033161196
0,33.0,3.1,-1.92,16020585562127274476
0,41.0,3.1,-1.63,16020586206372368876
1,40.0,3.5,1.11,16020586635869098476
0,35.5,3.1,-1.87,16020587065365828076
0,48.0,2.7,0.15,16020587494862557676
1,34.0,3.3,-0.79,16020587924359287276
1,37.0,2.8,0.72,16020588310906343916
1,16.0,3.1,-2.45,16020588740403073516
0,34.5,3.3,0.6,16020589169899803116
0,37.0,3.2,0.15,16020589556446859756
0,36.0,3.7,-0.7,16020589985943589356
1,38.0,3.3,0.77,16020590415440318956
0,41.0,3.2,-0.48,16020591059685413356
0,39.0,3.0,0.41,16020591532131815916
1,37.0,3.1,-0.72,16020591918678872556
1,37.0,2.5,-0.96,16020592348175602156
0,37.0,3.5,0.1,16020592734722658796
1,33.0,3.1,-1.03,16020593121269715436
1,29.0,3.5,-1.35,16020593550766445036
1,38.0,3.6,0.07,16020593980263174636
1,38.0,3.4,-0.36,16020594366810231276
1,36.0,3.4,0.78,16020594753357287916
0,41.0,3.4,0.12,16020595225803690476
1,41.0,3.2,-0.47,16020595655300420076
1,42.0,3.3,0.25,16020596041847476716
0,38.0,3.3,0.07,16020596471344206316
1,39.0,3.4,-0.06,16020596857891262956
0,42.0,3.2,1.7,16020597287387992556
1,36.0,3.5,-0.31,16020597673935049196
0,38.0,2.9,-0.31,16020598103431778796
0,45.0,3.6,0.55,16020598489978835436
0,35.0,2.9,-2.12,16020598876525892076
1,36.0,3.8,0.6,16020599477821313516
1,37.0,3.2,-0.47,16020599864368370156
1,42.0,3.0,0.07,16020600293865099756
1,36.5,2.9,0.02,16020600723361829356
1,30.0,3.2,-1.51,16020601109908885996
0,43.0,2.9,0.2,16020601496455942636
1,36.0,3.7,0.43,16020601925952672236
0,43.0,3.0,1.47,16020602312499728876
0,42.0,3.5,1.78,16020602699046785516
1,44.0,4.0,1.39,16020603171493188076
1,31.0,3.6,-0.19,16020603600989917676
1,42.0,3.1,-1.21,16020603987536974316
0,37.0,3.5,0.6,16020604417033703916
0,42.0,3.3,0.86,16020604803580760556
1,41.0,3.1,0.12,16020605233077490156
1,36.0,3.7,-0.31,16020605662574219756
1,38.0,3.3,0.25,16020606049121276396
0,38.0,3.2,0.99,16020606607467024876
1,37.0,3.6,0.3,16020606994014081516
0,34.0,3.4,-0.47,16020607423510811116
1,43.0,3.8,1.14,16020607810057867756
0,37.0,4.0,1.22,16020608196604924396
0,41.0,2.9,0.2,16020608626101653996
0,41.0,3.6,1.22,16020609012648710636
0,37.0,2.8,1.04,16020609442145440236
0,41.0,3.1,0.02,16020609828692496876
0,40.0,3.4,0.17,16020610301138899436
1,38.0,3.5,0.55,16020610687685956076
1,43.0,3.4,-0.01,16020611074233012716
1,34.0,2.8,-0.59,16020611503729742316
0,38.5,3.6,0.5,16020611890276798956
0,38.0,3.3,-1.82,16020612276823855596
0,39.0,3.7,0.43,16020612706320585196
0,39.0,3.4,-1.03,16020613092867641836
1,42.0,3.2,0.78,16020613651213390316
1,42.0,3.5,1.27,16020614080710119916
0,44.0,3.1,-1.51,16020614467257176556
0,41.0,2.9,0.02,16020614853804233196
1,39.0,3.8,-0.77,16020615326250635756
1,42.0,3.3,0.25,16020615712797692396
0,40.0,2.7,-1.74,16020616142294421996
0,39.0,3.7,0.96,16020616528841478636
1,36.0,3.6,-0.29,16020616915388535276
1,40.0,3.3,0.5,16020617344885264876
0,36.0,3.1,0.2,16020617731432321516
1,29.0,3.0,-1.0,16020618117979378156
1,42.0,3.7,1.16,16020618547476107756
0,40.0,2.6,-0.19,16020618934023164396
0,37.0,3.5,-0.14,16020619320570221036
1,41.0,3.7,1.88,16020619750066950636
0,41.5,2.9,0.99,16020620179563680236
1,37.5,2.6,-0.98,16020620737909428716
0,40.0,3.9,0.96,16020621124456485356
1,39.0,3.3,0.81,16020621553953214956
1,39.0,3.5,0.86,16020621940500271596
0,42.0,3.6,0.6,16020622327047328236
1,37.0,3.4,-0.06,16020622756544057836
0,40.0,3.2,-0.19,16020623143091114476
1,40.0,4.0,1.09,16020623572587844076
0,39.0,3.5,-1.21,16020623959134900716
0,38.0,3.1,-1.03,16020624345681957356
1,39.0,3.3,-0.98,16020624775178686956
0,42.0,3.7,0.48,16020625204675416556
1,32.0,3.5,-1.59,16020625634172146156
1,42.0,3.7,0.48,16020626020719202796
0,33.0,3.0,-1.08,16020626407266259436
1,30.0,3.4,-0.29,16020631260579303916
0,39.0,3.3,0.17,16020631733025706476
1,40.0,3.3,0.91,16020632162522436076
1,39.0,3.4,-0.7,16020632592019165676
1,37.0,3.5,0.58,16020633021515895276
0,44.0,3.2,0.17,16020633408062951916
0,36.5,3.5,0.78,16020634009358373356
1,38.0,3.5,-1.08,16020634438855102956
1,39.0,3.3,-1.03,16020634868351832556
0,42.0,3.4,-0.9,16020635297848562156
1,44.0,2.6,-2.0,16020635684395618796
1,37.0,3.3,0.55,16020636113892348396
1,42.0,3.4,1.75,16020636500439405036
1,38.0,3.8,1.29,16020636929936134636
1,36.0,2.9,-1.59,16020637316483191276
1,34.0,3.0,-0.29,16020637745979920876
1,37.0,3.8,-0.31,16020638132526977516
1,43.0,3.3,-0.11,16020638562023707116
0,39.0,3.2,0.2,16020638948570763756
1,39.0,3.5,0.86,16020639378067493356
0,39.0,3.3,0.65,16020639764614549996
1,33.0,3.4,-0.49,16020640194111279596
0,42.0,3.1,-0.14,16020640623608009196
1,36.0,3.8,0.14,16020641010155065836
0,39.0,3.2,-0.44,16020641439651795436
0,41.0,3.2,-0.08,16020641826198852076
0,38.0,3.1,0.5,16020642255695581676
1,41.0,3.8,1.55,16020642728141984236
1,32.25,3.3,-0.44,16020643114689040876
1,39.0,3.9,1.14,16020643544185770476
1,37.0,3.2,0.2,16020643930732827116
1,40.0,3.0,1.55,16020644317279883756
0,36.0,3.2,-0.85,16020644746776613356
1,42.0,3.8,1.27,16020645133323669996
1,37.0,3.8,-0.77,16020645562820399596
1,43.0,3.3,-0.9,16020645949367456236
1,37.5,3.1,-1.1,16020646378864185836
1,41.0,3.5,0.07,16020646765411242476
0,40.0,3.3,1.57,16020647194907972076
1,44.0,3.6,1.47,16020647581455028716
0,37.0,3.0,-0.54,16020648010951758316
1,42.0,3.4,-1.1,16020648397498814956
1,34.5,3.3,-0.95,16020648784045871596
0,39.0,3.6,-1.1,16020649213542601196
1,40.0,3.4,-0.29,16020649600089657836
1,37.0,3.5,-0.98,16020650029586387436
0,37.0,3.8,-0.11,16020650416133444076
1,40.0,3.7,1.04,16020650802680500716
0,44.0,3.1,-1.56,16020651232177230316
0,43.0,2.9,0.07,16020651661673959916
1,36.0,3.5,0.5,16020652048221016556
1,40.0,3.2,-1.03,16020652477717746156
1,32.0,3.5,-0.77,16020652864264802796
1,39.0,3.3,-0.59,16020653293761532396
0,43.0,3.7,1.6,16020653680308589036
1,37.0,3.8,0.32,16020654109805318636
1,36.0,3.6,1.47,16020654496352375276
1,42.0,3.5,1.44,16020654925849104876
0,32.5,3.2,-1.29,16020655312396161516
1,27.75,3.0,-1.61,16020655698943218156
0,40.0,2.9,1.59,16020656128439947756
1,37.0,2.8,-1.73,16020656514987004396
0,35.5,3.4,-0.54,16020656944483733996
1,41.0,3.4,-0.39,16020657331030790636
0,38.0,3.1,0.58,16020657717577847276
1,41.0,2.8,0.49,16020658147074576876
0,39.5,3.2,1.24,16020658533621633516
0,36.0,2.9,1.77,16020658963118363116
0,35.0,2.3,0.46,16020659392615092716
1,33.0,3.5,-0.54,16020659779162149356
1,38.0,3.0,-1.29,16020660208658878956
0,37.0,3.3,-0.17,16020660595205935596
0,39.0,3.1,0.87,16020661024702665196
1,39.0,3.6,0.52,16020661411249721836
0,42.0,2.8,-0.64,16020661840746451436
1,41.0,3.6,-0.26,16020662227293508076
0,37.0,2.6,-1.29,16020662613840564716
0,38.0,2.6,2.24,16020663043337294316
0,39.0,3.5,0.37,16020663429884350956
0,37.75,3.3,-0.92,16020663859381080556
1,39.0,2.9,-0.17,16020664245928137196
0,35.0,2.8,-1.79,16020664632475193836
0,35.5,3.5,-1.14,16020665061971923436
1,38.0,2.8,-0.64,16020665491468653036
1,22.5,3.0,-1.95,16020665878015709676
0,42.0,3.3,1.9,16020666307512439276
1,40.0,2.7,1.62,16020666694059495916
0,33.0,3.2,-0.14,16020667123556225516
0,40.0,2.5,-1.2,16020667510103282156
1,28.0,3.6,-0.89,16020667939600011756
1,38.0,3.2,1.15,16020668326147068396
0,30.0,3.8,-0.01,16020668755643797996
1,35.0,3.6,0.74,16020669142190854636
0,36.0,3.4,-0.01,16020669571687584236
1,30.0,3.7,-0.64,16020670301832024556
1,36.0,3.5,0.05,16020670731328754156
0,37.5,3.7,0.05,16020671117875810796
0,32.0,3.8,0.37,16020671547372540396
1,36.5,3.0,1.27,16020671933919597036
0,32.5,2.8,1.99,16020672363416326636
0,39.0,3.2,-0.26,16020672749963383276
1,40.0,3.2,0.8,16020673179460112876
0,41.0,3.0,0.05,16020673566007169516
1,42.0,3.2,-0.39,16020673952554226156
1,37.0,3.2,0.62,16020674382050955756
1,35.0,3.4,-0.32,16020674768598012396
1,40.0,3.2,0.87,16020675198094741996
0,46.0,3.1,0.49,16020675713490817516
0,43.0,2.7,0.65,16020676142987547116
0,39.0,2.4,-0.23,16020676529534603756
1,36.0,3.2,-0.23,16020677130830025196
1,38.0,3.1,-0.04,16020677603276427756
1,46.0,3.8,0.74,16020677989823484396
1,35.5,3.1,-0.48,16020679192414327276
0,43.0,3.1,0.8,16020679621911056876
0,43.0,2.8,0.65,16020680051407786476
0,33.0,3.5,0.05,16020680480904516076
1,40.0,3.5,2.43,16020680910401245676
0,40.0,3.0,-0.32,16020681339897975276
0,26.0,3.1,-0.14,16020681769394704876
1,39.0,3.6,-0.98,16020682155941761516
0,43.0,2.9,-0.64,16020682585438491116
0,38.0,3.0,0.52,16020683014935220716
1,40.0,3.2,-1.51,16020683444431950316
1,40.0,3.1,0.65,16020683873928679916
1,40.0,3.4,1.12,16020684303425409516
1,38.0,3.0,-0.45,16020684732922139116
1,41.0,2.9,0.27,16020685162418868716
0,37.5,3.0,-0.95,16020685591915598316
0,42.0,3.0,1.52,16020686021412327916
1,42.0,3.2,0.33,16020686407959384556
1,43.0,3.2,1.68,16020686880405787116
0,45.0,2.6,-1.04,16020687266952843756
0,33.0,3.9,-0.48,16020687696449573356
1,30.5,3.4,-0.32,16020688125946302956
0,47.0,2.8,0.65,16020688555443032556
0,44.0,3.0,0.68,16020688984939762156
1,35.5,3.5,1.74,16020689414436491756
1,37.0,3.8,1.71,16020689843933221356
1,36.0,3.3,-0.17,16020690273429950956
0,39.0,2.6,0.02,16020690702926680556
0,32.0,2.8,-1.98,16020691132423410156
1,33.0,3.0,-0.07,16020691518970466796
0,25.25,2.8,-1.89,16020691948467196396
0,37.0,2.5,-0.63,16020692377963925996
1,31.0,3.2,-1.26,16020692807460655596
0,36.0,2.4,-1.07,16020693236957385196
1,27.0,3.8,0.58,16020693752353460716
1,33.0,3.1,-0.75,16020694181850190316
1,32.0,3.6,1.09,16020694568397246956
0,33.0,3.2,-0.07,16020694997893976556
1,47.0,3.7,1.64,16020695427390706156
1,30.0,3.6,0.53,16020695856887435756
0,39.0,3.2,2.27,16020696286384165356
0,31.5,3.2,-0.24,16020696715880894956
0,34.0,3.1,1.09,16020697145377624556
0,29.0,2.6,0.19,16020697531924681196
0,28.0,3.4,1.16,16020697961421410796
0,32.5,3.2,-0.7,16020698390918140396
0,31.0,3.1,-0.41,16020698863364542956
0,34.0,3.0,0.19,16020699249911599596
1,34.0,3.1,-0.24,16020699679408329196
0,26.75,3.1,-0.22,16020700108905058796
1,24.0,3.3,-1.57,16020700538401788396
0,36.0,3.1,2.01,16020700967898517996
0,34.0,3.1,-1.26,16020701397395247596
0,32.0,3.4,-1.11,16020701783942304236
1,24.0,3.2,-0.41,16020702213439033836
0,42.0,2.3,-0.97,16020702642935763436
1,31.0,3.6,1.59,16020703072432493036
1,43.0,2.4,0.55,16020703501929222636
1,33.0,2.8,0.05,16020703888476279276
1,32.0,2.4,-0.41,16020704317973008876
1,37.0,2.7,0.39,16020704747469738476
0,35.0,3.0,-0.12,16020705176966468076
0,32.0,3.2,1.4,16020705606463197676
0,40.0,2.4,-0.82,16020706035959927276
0,37.0,3.1,2.44,16020706465456656876
0,29.0,3.4,0.53,16020706894953386476
1,32.0,3.7,1.76,16020707324450116076
0,31.0,3.3,-0.56,16020707753946845676
0,33.5,2.6,0.19,16020708183443575276
1,33.0,2.7,1.35,16020708612940304876
0,33.5,2.4,0.8,16020709042437034476
0,35.0,2.8,0.31,16020709471933764076
0,33.0,2.8,-0.07,16020709901430493676
0,34.0,3.3,0.75,16020710287977550316
0,37.0,3.1,0.55,16020710717474279916
1,32.0,3.3,0.22,16020711146971009516
0,35.0,3.1,-1.28,16020711619417412076
0,39.0,3.1,0.48,16020712005964468716
0,32.0,3.0,0.1,16020712435461198316
0,34.0,3.0,0.43,16020712864957927916
1,30.5,3.5,-0.41,16020713294454657516
1,32.0,3.3,1.64,16020714067548770796
0,31.5,3.1,-0.65,16020714582944846316
1,40.0,2.7,0.8,16020715012441575916
0,36.0,2.6,1.26,16020715398988632556
0,42.0,2.5,-0.97,16020715828485362156
0,38.0,3.0,1.62,16020716300931764716
1,26.5,3.4,-1.36,16020716687478821356
0,35.0,2.8,0.19,16020717116975550956
0,33.5,3.0,0.39,16020717546472280556
0,34.0,3.0,-0.75,16020717975969010156
0,35.0,3.4,-0.19,16020718405465739756
0,34.0,2.9,1.01,16020718834962469356
0,37.0,2.4,1.26,16020719221509525996
0,34.0,3.1,1.43,16020719822804947436
1,31.5,3.4,-0.92,16020720252301677036
1,34.0,3.3,-1.91,16020720681798406636
1,35.0,3.0,-0.29,16020721068345463276
1,42.0,3.1,0.5,16020721497842192876
0,39.0,3.2,0.49,16020721927338922476
1,33.0,3.2,-1.25,16020722356835652076
0,38.0,3.1,-1.04,16020722786332381676
1,41.0,3.9,2.49,16020723172879438316
1,40.0,3.1,-0.63,16020723602376167916
0,36.0,3.3,0.93,16020724031872897516
0,36.0,3.1,0.99,16020724418419954156
1,46.0,3.4,0.79,16020724847916683756
0,46.0,2.6,0.1,16020725277413413356
0,36.0,3.4,-0.07,16020725706910142956
0,33.0,3.5,0.27,16020726651802948076
1,36.0,3.2,1.78,16020727081299677676
1,37.0,3.2,-0.79,16020727467846734316
1,39.0,3.1,-0.25,16020727897343463916
1,34.0,3.3,0.2,16020728283890520556
0,37.0,3.1,-1.11,16020728713387250156
1,36.0,3.6,0.45,16020729142883979756
1,36.0,3.6,-1.15,16020729529431036396
0,35.0,3.2,-1.33,16020729915978093036
0,42.0,2.9,0.43,16020730345474822636
1,26.0,3.0,-1.4,16020730774971552236
1,40.0,3.4,0.45,16020731161518608876
0,40.0,2.9,0.64,16020731591015338476
1,28.0,2.9,-1.4,16020731977562395116
1,33.5,3.5,0.33,16020732407059124716
0,37.0,3.2,-0.52,16020732793606181356
0,43.0,3.4,1.93,16020733223102910956
1,39.0,3.0,-0.73,16020733609649967596
0,39.0,3.6,1.68,16020734210945389036
0,40.0,3.5,-1.25,16020734597492445676
0,38.0,2.4,1.03,16020735026989175276
1,39.0,3.7,-0.34,16020735413536231916
1,31.5,2.9,-1.56,16020735800083288556
1,38.0,3.2,0.16,16020736229580018156
0,37.0,3.6,1.1,16020736616127074796
1,36.0,3.3,-0.48,16020737045623804396
1,37.0,3.1,0.49,16020737432170861036
1,44.0,3.5,1.62,16020737818717917676
0,35.0,3.5,-1.75,16020738248214647276
1,31.5,3.1,-1.0,16020738634761703916
1,39.0,3.2,0.77,16020739064258433516
0,41.0,3.0,0.08,16020739450805490156
0,41.0,2.9,-1.71,16020739880302219756
0,35.0,3.1,0.56,16020740266849276396
0,37.5,3.0,0.81,16020740653396333036
1,42.0,3.1,-1.06,16020741211742081516
0,37.0,3.6,0.87,16020741598289138156
1,33.0,3.1,-0.71,16020742027785867756
0,40.0,3.3,1.1,16020742414332924396
1,38.0,3.4,-0.03,16020743573974094316
0,45.0,3.3,0.74,16020744003470823916
0,36.5,3.8,0.6,16020744432967553516
0,40.0,2.8,1.41,16020744819514610156
1,37.0,3.8,1.31,16020745249011339756
1,34.5,3.3,-1.17,16020745678508069356
1,39.0,3.5,0.24,16020746108004798956
0,35.0,2.9,-0.25,16020746537501528556
1,34.0,3.5,-0.11,16020746924048585196
1,35.0,3.7,0.43,16020747353545314796
1,39.0,3.5,-0.15,16020747783042044396
0,34.5,3.2,1.3,16020748169589101036
1,39.0,3.7,0.02,16020748599085830636
1,28.0,3.3,-1.04,16020749157431579116
0,31.0,2.7,1.75,16020749586928308716
1,26.5,3.6,1.54,16020749973475365356
0,33.0,3.0,-0.63,16020750402972094956
0,31.0,2.8,-0.68,16020750832468824556
1,30.0,3.3,-0.41,16020751304915227116
0,34.0,3.9,-0.34,16020751734411956716
1,28.0,3.2,0.23,16020752120959013356
1,36.5,2.9,0.64,16020752550455742956
0,31.0,3.1,-0.75,16020752979952472556
1,28.0,3.1,0.9,16020753366499529196
0,29.0,3.0,-0.02,16020753795996258796
0,28.0,3.3,0.28,16020754225492988396
0,31.0,2.9,1.12,16020754654989717996
0,28.0,3.0,-0.58,16020755084486447596
1,36.0,2.9,0.17,16020755471033504236
0,30.0,3.0,1.1,16020756072328925676
0,33.0,2.6,-0.98,16020757317869441516
0,34.0,2.7,0.34,16020758133913227756
0,29.5,2.9,-0.75,16020758606359630316
0,32.0,3.0,0.98,16020759035856359916
0,33.5,2.6,1.6,16020759465353089516
0,28.0,3.2,1.32,16020759894849819116
0,27.0,3.3,-0.59,16020760324346548716
0,30.0,3.1,0.48,16020760753843278316
0,28.0,3.2,0.26,16020761140390334956
0,33.0,2.9,0.09,16020761569887064556
0,27.0,3.2,0.62,16020761999383794156
0,35.0,2.7,1.49,16020762385930850796
0,38.0,3.6,2.26,16020763030175945196
0,36.0,3.0,0.9,16020763459672674796
0,31.0,3.4,-0.18,16020763846219731436
0,30.0,2.7,-0.5,16020764275716461036
1,31.0,2.8,-0.39,16020764705213190636
1,31.0,3.1,1.08,16020765220609266156
0,31.0,3.1,-0.32,16020765650105995756
1,30.0,3.3,0.75,16020766079602725356
0,31.0,2.7,0.33,16020766509099454956
0,32.0,2.9,0.8,16020766938596184556
0,27.5,3.1,-0.02,16020767325143241196
1,27.75,3.6,0.55,16020767754639970796
1,30.0,3.0,0.26,16020768141187027436
